frame_index,icon_c0_r0,icon_c0_r1,icon_c0_r2,icon_c1_r0,icon_c1_r1,icon_c1_r2,icon_c2_r0,icon_c2_r1,icon_c2_r2
692,4,6,4,2,2,2,1,6,1
693,1,2,7,3,0,3,0,0,4
694,3,3,3,2,2,3,5,0,3
695,2,2,5,2,2,3,4,4,4
696,4,4,1,2,6,2,4,4,1
697,1,1,2,2,2,2,5,0,3
698,2,2,2,2,2,3,4,0,0
699,5,3,0,2,6,2,7,3,3
700,2,7,2,1,1,1,0,2,2
701,2,7,2,1,1,1,5,0,3
702,3,3,3,1,1,1,5,0,3
703,4,4,1,4,1,5,5,5,0
704,5,5,3,1,5,1,4,4,1
705,0,1,1,4,0,4,1,6,1
706,3,0,4,0,2,6,7,3,3
707,4,1,0,3,3,3,0,3,7
708,3,3,3,2,6,2,1,6,1
709,7,2,2,2,2,3,7,3,3
710,4,1,0,1,0,2,3,7,3
711,0,0,1,4,4,1,1,2,0
712,2,2,2,1,1,1,2,2,2
713,2,2,2,7,4,0,4,4,4
714,5,5,3,2,6,2,3,4,0
715,4,1,0,4,4,4,5,5,0
716,5,5,3,3,3,3,4,0,0
717,2,5,5,4,0,4,1,1,1
718,0,1,1,4,1,5,0,2,2
719,0,1,1,4,4,4,3,7,3
720,5,5,3,4,4,4,0,2,2
721,4,4,4,4,4,1,3,3,4
722,3,3,3,2,2,2,3,4,0
723,4,6,4,3,3,3,1,6,1
724,0,1,1,4,4,4,4,1,6
725,2,5,5,1,0,2,3,7,3
726,3,0,4,1,5,1,1,1,1
727,2,7,2,2,6,2,4,0,0
728,2,2,5,4,4,1,3,3,4
729,2,7,2,2,3,0,4,1,6
730,2,2,2,3,0,3,3,3,3
731,5,3,0,2,3,0,2,2,2
732,3,3,0,2,3,0,1,2,0
733,0,4,6,0,2,6,5,5,0
734,2,2,5,1,5,1,1,1,2
735,4,4,4,7,4,0,1,6,1
736,0,0,1,3,7,4,1,1,1
737,0,1,1,7,4,0,2,2,5
738,5,5,3,0,4,4,6,1,1
739,2,5,5,0,3,3,1,6,1
740,4,6,4,4,4,4,2,5,5
741,1,0,0,1,5,1,3,4,0
742,7,2,2,3,3,7,4,1,6
743,3,3,0,4,4,4,1,1,2
744,4,4,4,3,3,3,4,4,1
745,3,0,4,1,5,1,1,1,2
746,5,5,3,4,4,1,2,2,5
747,3,0,3,2,2,3,4,1,6
748,6,4,4,7,4,0,1,2,0
749,7,2,2,3,3,3,5,5,0
750,5,5,3,0,2,6,3,3,4
751,0,4,6,2,6,2,4,0,0
752,5,5,3,3,0,3,0,3,7
753,3,0,3,4,0,4,1,1,2
754,3,0,4,4,4,4,3,7,3
755,3,3,0,0,4,4,0,3,7
756,0,3,3,6,2,2,4,1,6
757,1,2,7,7,4,0,7,3,3
758,4,4,4,4,0,4,2,2,5
759,3,3,0,3,3,7,4,1,6
760,1,2,7,3,3,3,3,7,3
761,6,4,4,3,3,3,4,1,6
762,0,3,3,3,3,7,1,1,2
763,2,2,2,4,0,4,2,2,5
764,5,5,3,3,7,4,0,3,7
765,0,3,3,4,4,1,4,4,1
766,3,0,4,4,0,4,1,2,0
767,0,3,3,6,2,2,2,2,5
768,3,3,3,2,2,2,1,1,2
769,5,5,3,7,4,0,3,4,0
770,6,4,4,1,5,1,0,0,4
771,3,3,3,3,0,3,4,4,4
772,5,5,3,4,4,1,1,1,1
773,2,5,5,5,1,1,7,3,3
774,2,2,5,6,2,2,3,3,4
775,0,4,6,2,6,2,0,3,7
776,3,0,3,1,5,1,0,0,4
777,3,3,3,3,0,3,6,1,1
778,4,1,0,1,1,1,2,2,2
779,4,4,4,5,1,1,4,4,4
780,2,2,2,2,3,0,3,3,3
781,5,5,3,3,7,4,7,3,3
782,0,4,6,6,2,2,1,6,1
783,6,4,4,2,2,2,1,1,2
784,5,5,3,2,2,2,1,6,1
785,1,1,1,1,0,2,4,0,0
786,7,2,2,4,0,4,4,4,1
787,2,2,2,3,3,3,3,4,0
788,3,3,3,4,0,4,0,4,4
789,1,2,7,1,1,0,4,0,0
790,2,7,2,3,3,7,4,1,6
791,2,2,5,3,7,4,7,3,3
792,5,3,0,2,6,2,4,4,1
793,3,0,3,4,0,4,6,1,1
794,1,2,7,2,6,2,0,2,2
795,4,4,4,3,3,3,2,2,2
796,1,1,1,3,7,4,5,5,0
797,2,5,5,1,1,0,0,3,7
798,3,3,3,3,3,7,5,0,3
799,3,3,3,2,2,3,3,3,3
800,6,4,4,4,4,4,1,2,0
801,6,4,4,1,1,0,2,5,5
802,2,5,5,3,3,7,3,3,3
803,2,2,5,3,3,3,5,0,3
804,3,0,3,1,5,1,4,0,0
805,6,4,4,1,0,2,1,1,1
806,0,3,3,2,6,2,4,1,6
807,7,2,2,4,4,1,3,7,3
808,3,0,4,3,7,4,5,0,3
809,1,1,1,2,2,2,0,4,4
810,0,3,3,5,1,1,6,1,1
811,4,1,0,7,4,0,0,3,7
812,7,2,2,3,0,3,1,1,2
813,6,4,4,1,5,1,5,0,3
814,5,3,0,3,3,7,4,1,6
815,0,3,3,1,0,2,3,7,3
816,4,6,4,1,0,2,4,1,6
817,1,1,1,4,1,5,0,3,7
818,2,5,5,1,1,1,4,4,1
819,0,3,3,2,2,3,1,1,1
820,3,0,4,2,2,2,1,1,2
821,1,2,7,5,1,1,2,2,5
822,1,1,2,0,2,6,1,2,0
823,1,0,0,3,7,4,7,3,3
824,1,1,1,2,2,2,2,0,2
825,0,3,3,3,3,3,3,3,3
826,7,2,2,6,2,2,1,6,1
827,2,2,2,6,2,2,0,0,4
828,3,3,0,3,7,4,5,0,3
829,4,1,0,1,5,1,4,0,0
830,1,0,0,2,3,0,1,6,1
831,1,1,2,4,4,4,3,3,3
832,1,0,0,4,4,4,6,1,1
833,0,1,1,0,4,4,3,3,3
834,0,4,6,4,4,1,1,2,0
835,2,7,2,3,3,3,2,5,5
836,6,4,4,3,3,3,0,2,2
837,7,2,2,3,3,7,5,0,3
838,7,2,2,2,2,3,2,5,5
839,3,3,0,4,4,4,5,5,0
840,4,4,1,2,3,0,1,1,2
841,7,2,2,0,4,4,0,4,4
842,4,4,4,4,4,4,0,4,4
843,2,7,2,1,1,1,0,0,4
844,4,1,0,2,3,0,4,4,4
845,2,7,2,3,3,7,0,4,4
846,4,4,1,2,2,2,0,4,4
847,4,4,1,4,1,5,1,2,0
848,6,4,4,4,4,4,4,1,6
849,3,3,3,4,0,4,0,0,4
850,0,3,3,6,2,2,3,3,3
851,5,3,0,3,3,7,1,2,0
852,3,3,3,2,2,3,6,1,1
853,6,4,4,1,1,1,5,5,0
854,4,4,4,4,1,5,0,3,7
855,0,3,3,6,2,2,0,2,2
856,0,4,6,1,1,1,4,4,1
857,0,4,6,3,3,3,0,3,7
858,0,1,1,6,2,2,6,1,1
859,4,1,0,0,2,6,2,0,2
860,0,0,1,2,2,3,0,3,7
861,0,1,1,4,1,5,6,1,1
862,4,1,0,7,4,0,4,4,1
863,6,4,4,4,4,1,0,2,2
864,4,4,4,2,2,3,0,2,2
865,1,1,1,2,3,0,3,3,4
866,2,5,5,2,2,3,1,2,0
867,2,7,2,2,2,3,3,7,3
868,1,0,0,1,1,1,4,0,0
869,1,1,1,0,3,3,1,2,0
870,0,4,6,7,4,0,1,6,1
871,3,3,3,3,0,3,7,3,3
872,1,0,0,2,6,2,1,6,1
873,7,2,2,3,0,3,2,5,5
874,1,0,0,2,2,2,2,2,2
875,0,1,1,4,4,4,1,1,2
876,7,2,2,0,4,4,2,0,2
877,4,6,4,3,7,4,4,4,1
878,1,0,0,1,1,0,2,0,2
879,6,4,4,1,1,0,6,1,1
880,3,0,3,7,4,0,5,5,0
881,2,5,5,0,3,3,4,0,0
882,0,1,1,2,2,2,1,6,1
883,2,5,5,0,2,6,1,1,1
884,0,3,3,5,1,1,4,0,0
885,6,4,4,2,3,0,0,4,4
886,3,0,4,3,7,4,2,2,2
887,0,1,1,2,6,2,1,6,1
888,1,2,7,4,4,4,1,1,2
889,4,6,4,0,3,3,1,1,2
890,2,2,2,2,3,0,0,0,4
891,1,1,1,1,1,0,5,5,0
892,1,0,0,2,3,0,2,0,2
893,5,3,0,6,2,2,2,0,2
894,4,6,4,0,3,3,5,5,0
895,0,4,6,7,4,0,3,3,4
896,4,6,4,1,5,1,5,0,3
897,5,5,3,3,7,4,0,4,4
898,1,2,7,7,4,0,5,5,0
899,3,3,3,1,0,2,3,3,3
900,2,7,2,4,0,4,3,4,0
901,6,4,4,0,2,6,4,4,4
902,3,3,0,2,2,2,4,4,4
903,2,7,2,3,3,3,2,2,2
904,3,3,3,7,4,0,0,2,2
905,0,3,3,4,4,4,0,2,2
906,5,3,0,4,4,1,2,0,2
907,2,2,2,3,3,7,6,1,1
908,5,3,0,4,4,1,0,3,7
909,2,7,2,1,1,1,0,3,7
910,1,2,7,4,4,4,0,3,7
911,4,6,4,4,4,1,0,2,2
912,3,0,4,2,6,2,2,0,2
913,2,5,5,4,4,1,4,4,1
914,3,0,3,0,3,3,1,1,2
915,2,5,5,2,2,3,5,5,0
916,4,1,0,0,4,4,2,2,5
917,2,5,5,0,4,4,2,2,2
918,3,3,3,1,0,2,2,2,2
919,2,2,2,1,5,1,2,2,5
920,1,0,0,0,3,3,3,3,4
921,2,2,2,4,0,4,1,1,1
922,4,4,1,2,2,3,3,3,3
923,4,6,4,3,3,7,0,0,4
924,3,0,4,3,3,3,2,0,2
925,0,3,3,4,1,5,2,2,2
926,1,0,0,1,0,2,2,2,2
927,4,4,1,4,1,5,0,3,7
928,1,0,0,4,0,4,0,4,4
929,2,2,2,1,1,1,3,4,0
930,2,5,5,3,3,7,0,0,4
931,0,3,3,1,0,2,6,1,1
932,7,2,2,3,7,4,5,5,0
933,4,4,4,3,0,3,1,1,2
934,0,3,3,6,2,2,4,1,6
935,5,3,0,6,2,2,1,1,2
936,2,2,2,2,3,0,3,7,3
937,4,1,0,1,1,1,4,4,4
938,2,2,2,2,3,0,0,2,2
939,3,3,0,2,2,2,1,2,0
940,1,0,0,4,1,5,1,1,1
941,7,2,2,1,5,1,6,1,1
942,4,4,4,1,1,1,2,2,2
943,4,4,1,2,2,3,1,1,2
944,1,0,0,2,2,3,1,1,2
945,1,2,7,4,1,5,3,7,3
946,2,2,2,3,3,7,0,0,4
947,3,3,0,1,5,1,2,2,5
948,4,4,1,2,2,3,3,7,3
949,5,3,0,2,2,2,0,2,2
950,4,4,1,4,0,4,4,1,6
951,1,2,7,2,2,2,4,4,1
952,3,3,3,5,1,1,5,5,0
953,2,7,2,4,1,5,4,1,6
954,1,2,7,0,3,3,0,2,2
955,4,4,4,3,3,3,4,1,6
956,6,4,4,2,3,0,3,3,3
957,0,1,1,3,3,3,1,2,0
958,7,2,2,2,3,0,3,3,4
959,1,1,1,2,3,0,1,1,2
960,3,0,3,1,1,0,0,0,4
961,3,3,0,3,7,4,6,1,1
962,3,0,3,2,6,2,1,1,1
963,4,6,4,4,0,4,1,6,1
964,1,1,2,5,1,1,4,1,6
965,3,3,0,3,3,3,1,1,1
966,1,0,0,7,4,0,1,6,1
967,2,5,5,2,2,2,3,4,0
968,6,4,4,4,0,4,1,1,2
969,4,6,4,6,2,2,2,5,5
970,1,2,7,7,4,0,3,7,3
971,0,4,6,3,7,4,7,3,3
972,2,2,5,3,3,3,0,0,4
973,2,2,2,5,1,1,3,3,3
974,2,2,5,5,1,1,2,2,5
975,4,4,4,2,2,2,4,4,4
976,3,0,4,4,0,4,4,4,1
977,5,5,3,2,2,2,3,3,4
978,6,4,4,1,1,1,5,0,3
979,3,3,0,2,2,2,2,2,5
980,0,4,6,3,7,4,0,2,2
981,4,1,0,3,0,3,2,2,2
982,0,3,3,0,3,3,3,3,3
983,4,4,4,6,2,2,0,0,4
984,1,1,2,0,2,6,0,2,2
985,4,4,1,2,2,2,6,1,1
986,2,7,2,5,1,1,1,1,2
987,2,7,2,0,4,4,3,3,4
988,7,2,2,1,5,1,2,2,5
989,7,2,2,5,1,1,0,2,2
990,1,1,2,2,2,3,2,2,5
991,3,3,0,7,4,0,2,2,2
992,4,1,0,6,2,2,2,0,2
993,1,1,1,2,2,2,7,3,3
994,3,3,3,4,1,5,4,0,0
995,5,3,0,0,2,6,2,2,5
996,3,3,0,2,3,0,1,1,2
997,5,3,0,1,1,0,2,5,5
998,0,3,3,3,7,4,6,1,1
999,4,4,1,0,2,6,0,3,7
1000,2,7,2,0,4,4,3,7,3
1001,4,4,4,2,2,3,0,0,4
1002,0,0,1,3,7,4,4,4,1
1003,3,3,3,0,3,3,0,3,7
1004,0,0,1,3,0,3,4,1,6
1005,4,6,4,4,0,4,7,3,3
1006,4,1,0,1,0,2,0,4,4
1007,3,0,4,2,2,2,4,4,1
1008,2,2,5,4,4,4,4,4,4
1009,4,4,4,2,6,2,4,4,1
1010,1,1,2,4,4,4,5,0,3
1011,2,2,5,7,4,0,0,2,2
1012,7,2,2,3,7,4,4,0,0
1013,2,2,5,4,1,5,4,4,1
1014,5,5,3,6,2,2,2,0,2
1015,3,0,3,0,3,3,7,3,3
1016,2,7,2,0,2,6,2,5,5
1017,4,4,1,4,4,4,2,2,5
1018,5,3,0,2,6,2,4,4,1
1019,1,1,2,1,0,2,1,1,2
1020,4,6,4,3,3,3,0,0,4
1021,1,2,7,4,4,1,1,6,1
1022,0,4,6,4,1,5,2,0,2
1023,5,5,3,2,6,2,3,4,0
1024,3,0,3,3,3,3,1,1,2
1025,2,7,2,1,5,1,4,4,4
1026,0,0,1,4,0,4,4,4,1
1027,2,7,2,1,1,0,2,0,2
1028,0,3,3,0,4,4,4,4,1
1029,7,2,2,0,3,3,4,4,4
1030,2,5,5,3,0,3,0,4,4
1031,1,0,0,0,2,6,6,1,1
1032,3,3,3,1,1,1,7,3,3
1033,0,4,6,1,1,0,7,3,3
1034,1,1,1,4,4,4,0,2,2
1035,0,4,6,4,0,4,3,3,4
1036,3,3,3,6,2,2,7,3,3
1037,7,2,2,4,1,5,2,2,5
1038,7,2,2,0,3,3,2,2,5
1039,4,4,4,5,1,1,5,0,3
1040,3,3,0,1,1,1,5,5,0
1041,3,3,0,1,5,1,6,1,1
1042,3,0,3,1,0,2,0,3,7
1043,3,0,3,1,5,1,0,0,4
1044,3,0,3,4,4,1,2,2,5
1045,4,4,4,4,1,5,0,3,7
1046,4,4,4,0,2,6,4,1,6
1047,0,3,3,0,3,3,5,5,0
1048,0,4,6,7,4,0,1,2,0
1049,0,1,1,1,1,1,2,5,5
1050,4,4,4,0,2,6,0,4,4
1051,1,1,2,1,1,0,5,0,3
1052,4,4,1,6,2,2,4,4,4
1053,7,2,2,0,4,4,1,6,1
1054,1,0,0,7,4,0,1,1,1
1055,0,1,1,1,1,1,0,3,7
1056,4,4,1,3,7,4,1,1,1
1057,3,3,0,3,3,3,5,5,0
1058,2,2,5,1,0,2,4,0,0
1059,1,1,2,2,2,3,5,0,3
1060,0,0,1,0,3,3,5,0,3
1061,2,2,2,3,7,4,1,6,1
1062,5,5,3,5,1,1,1,6,1
1063,3,0,3,3,3,7,5,5,0
1064,3,0,4,1,0,2,5,5,0
1065,0,4,6,3,0,3,0,2,2
1066,3,3,3,0,4,4,4,0,0
1067,1,1,1,4,0,4,4,4,4
1068,4,6,4,5,1,1,1,1,1
1069,2,7,2,7,4,0,4,4,1
1070,2,2,5,3,3,7,0,4,4
1071,7,2,2,4,4,4,0,3,7
1072,5,3,0,2,2,2,1,6,1
1073,3,3,3,0,3,3,2,2,5
1074,0,1,1,4,1,5,3,4,0
1075,0,4,6,3,3,3,1,2,0
1076,4,1,0,3,7,4,0,2,2
1077,7,2,2,3,3,7,1,1,1
1078,0,1,1,1,0,2,1,1,1
1079,2,2,5,1,5,1,1,1,1
1080,3,0,3,5,1,1,3,3,4
1081,1,0,0,1,5,1,0,0,4
1082,2,2,2,2,3,0,0,3,7
1083,0,1,1,2,6,2,3,4,0
1084,7,2,2,3,3,3,1,6,1
1085,3,3,0,3,0,3,0,0,4
1086,1,2,7,1,1,0,2,2,2
1087,2,2,5,4,1,5,0,3,7
1088,4,4,1,1,0,2,6,1,1
1089,0,1,1,2,2,2,2,0,2
1090,3,0,4,4,0,4,1,2,0
1091,4,4,1,5,1,1,3,3,3
1092,0,4,6,3,3,3,6,1,1
1093,1,0,0,1,1,0,0,4,4
1094,3,3,0,4,0,4,6,1,1
1095,7,2,2,1,5,1,4,0,0
1096,3,3,0,6,2,2,0,3,7
1097,2,5,5,3,0,3,3,3,3
1098,4,6,4,3,3,7,1,6,1
1099,4,4,1,2,2,3,6,1,1
1100,7,2,2,1,5,1,0,3,7
1101,1,1,1,2,6,2,6,1,1
1102,5,3,0,3,7,4,3,3,4
1103,3,3,0,2,2,3,4,4,1
1104,0,4,6,1,1,0,3,3,3
1105,0,0,1,4,1,5,0,2,2
1106,4,4,1,3,0,3,0,3,7
1107,6,4,4,1,1,0,4,4,1
1108,3,0,4,4,0,4,2,2,5
1109,4,4,4,4,1,5,5,5,0
1110,1,0,0,6,2,2,6,1,1
1111,1,2,7,2,3,0,0,2,2
1112,4,6,4,4,4,1,4,4,1
1113,1,0,0,6,2,2,7,3,3
1114,3,0,3,2,3,0,0,4,4
1115,3,0,3,2,3,0,0,4,4
1116,5,3,0,4,1,5,2,5,5
1117,2,5,5,6,2,2,1,6,1
1118,0,4,6,1,5,1,6,1,1
1119,0,1,1,1,1,1,1,6,1
1120,4,1,0,7,4,0,6,1,1
1121,3,0,3,2,2,3,0,2,2
1122,5,5,3,2,3,0,2,0,2
1123,2,2,2,0,4,4,3,3,3
1124,7,2,2,0,4,4,0,0,4
1125,0,4,6,2,2,3,0,2,2
1126,1,1,1,1,0,2,1,2,0
1127,6,4,4,3,7,4,2,2,2
1128,1,1,1,6,2,2,0,2,2
1129,4,4,4,1,1,0,0,4,4
1130,2,7,2,2,6,2,0,3,7
1131,5,5,3,4,1,5,1,2,0
1132,6,4,4,3,0,3,1,1,1
1133,1,1,1,1,1,0,4,0,0
1134,6,4,4,5,1,1,5,5,0
1135,0,1,1,1,0,2,6,1,1
1136,0,3,3,3,3,3,2,2,2
1137,4,4,4,1,5,1,0,2,2
1138,3,0,4,1,1,1,2,5,5
1139,3,0,4,2,3,0,3,3,4
1140,0,4,6,3,3,3,1,1,1
1141,1,2,7,1,5,1,2,2,2
1142,2,2,5,1,0,2,2,5,5
1143,1,1,2,4,4,4,1,1,1
1144,4,4,4,2,2,2,6,1,1
1145,2,7,2,4,4,1,0,4,4
1146,0,4,6,5,1,1,1,2,0
1147,2,5,5,3,3,7,3,7,3
1148,4,6,4,0,4,4,3,4,0
1149,3,0,3,1,1,1,1,2,0
1150,7,2,2,3,7,4,1,6,1
1151,5,3,0,7,4,0,3,3,3
1152,3,3,3,1,5,1,6,1,1
1153,1,0,0,3,3,3,1,2,0
1154,0,4,6,3,3,3,3,4,0
1155,2,2,5,0,4,4,3,7,3
1156,4,4,4,3,7,4,3,4,0
1157,0,0,1,2,2,2,3,7,3
1158,4,4,4,4,4,4,4,1,6
1159,0,0,1,2,2,2,3,4,0
1160,4,6,4,3,3,7,3,7,3
1161,5,5,3,2,6,2,0,3,7
1162,0,3,3,1,0,2,3,7,3
1163,7,2,2,1,0,2,1,1,2
1164,5,5,3,1,5,1,2,0,2
1165,0,0,1,6,2,2,4,4,4
1166,2,5,5,5,1,1,0,0,4
1167,0,4,6,1,0,2,2,2,5
1168,5,5,3,1,0,2,0,4,4
1169,1,1,1,4,4,4,2,0,2
1170,3,0,4,0,2,6,0,2,2
1171,4,4,1,2,2,3,7,3,3
1172,4,4,1,2,2,3,0,0,4
1173,0,3,3,3,7,4,0,4,4
1174,4,4,1,1,1,1,0,3,7
1175,0,0,1,0,2,6,3,3,4
1176,3,3,3,3,3,7,2,0,2
1177,1,0,0,4,4,1,4,0,0
1178,6,4,4,0,4,4,0,3,7
1179,4,1,0,4,1,5,5,0,3
1180,0,3,3,0,4,4,4,1,6
1181,2,5,5,5,1,1,2,2,2
1182,6,4,4,1,1,0,1,2,0
1183,3,3,0,1,1,0,4,1,6
1184,5,5,3,1,0,2,3,4,0
1185,4,4,4,3,3,7,3,4,0
1186,2,2,2,2,6,2,0,2,2
1187,7,2,2,1,1,1,3,3,3
1188,4,4,4,2,6,2,2,5,5
1189,4,6,4,2,3,0,1,6,1
1190,1,0,0,0,4,4,0,3,7
1191,2,5,5,4,4,4,7,3,3
1192,5,3,0,0,3,3,2,5,5
1193,5,3,0,2,3,0,1,6,1
1194,2,2,2,6,2,2,0,4,4
1195,1,1,1,5,1,1,5,0,3
1196,3,3,3,2,3,0,2,0,2
1197,4,1,0,2,3,0,1,1,2
1198,0,4,6,2,6,2,4,0,0
1199,1,2,7,2,3,0,5,0,3
1200,3,0,3,2,2,3,4,4,4
1201,1,2,7,4,4,4,1,1,2
1202,2,2,5,4,0,4,3,3,4
1203,7,2,2,0,3,3,2,5,5
1204,0,1,1,2,3,0,0,2,2
1205,4,4,4,3,3,3,0,3,7
1206,3,3,3,0,3,3,6,1,1
1207,6,4,4,0,3,3,3,3,4
1208,2,2,2,3,3,7,3,7,3
1209,2,2,2,3,3,7,4,0,0
1210,3,3,0,5,1,1,4,4,4
1211,1,1,2,4,0,4,0,0,4
1212,4,4,1,3,0,3,0,2,2
1213,5,5,3,1,1,1,0,3,7
1214,0,1,1,4,4,1,3,3,4
1215,4,4,1,0,3,3,4,0,0
1216,5,5,3,0,2,6,0,4,4
1217,0,4,6,2,2,3,2,2,2
1218,4,4,1,1,1,0,1,1,1
1219,4,4,1,2,3,0,4,4,1
1220,0,1,1,4,4,4,0,3,7
1221,5,5,3,4,0,4,5,5,0
1222,1,1,2,4,4,1,1,1,1
1223,4,6,4,2,2,3,4,4,4
1224,1,1,2,4,0,4,0,2,2
1225,1,0,0,4,0,4,3,3,4
1226,3,0,4,3,7,4,3,3,3
1227,1,2,7,0,3,3,1,1,2
1228,7,2,2,3,3,7,1,2,0
1229,3,3,3,2,3,0,4,0,0
1230,0,4,6,1,1,1,0,3,7
1231,4,1,0,4,4,4,4,4,4
1232,7,2,2,2,3,0,1,2,0
1233,5,3,0,4,4,4,4,0,0
1234,7,2,2,6,2,2,0,3,7
1235,0,0,1,1,1,0,0,2,2
1236,1,0,0,2,2,3,4,1,6
1237,2,2,2,3,3,3,3,7,3
1238,6,4,4,1,1,1,0,2,2
1239,3,3,3,3,3,3,2,2,2
1240,3,3,0,4,0,4,1,2,0
1241,3,3,3,0,2,6,2,2,5
1242,5,5,3,5,1,1,7,3,3
1243,0,3,3,1,1,0,4,4,1
1244,2,2,5,4,4,1,4,4,4
1245,5,5,3,2,2,3,0,4,4
1246,4,6,4,2,2,3,1,1,2
1247,4,4,1,6,2,2,1,6,1
1248,4,6,4,3,3,7,0,0,4
1249,6,4,4,6,2,2,2,5,5
1250,4,4,1,0,2,6,3,4,0
1251,0,3,3,1,5,1,6,1,1
1252,3,3,0,3,3,7,4,4,4
1253,2,2,5,0,2,6,0,4,4
1254,3,0,3,1,1,0,7,3,3
1255,3,3,3,7,4,0,2,2,5
1256,7,2,2,6,2,2,1,1,2
1257,1,2,7,4,0,4,3,4,0
1258,4,4,1,0,2,6,0,0,4
1259,6,4,4,1,5,1,2,2,5
1260,1,2,7,6,2,2,1,1,2
1261,3,3,3,1,0,2,2,2,2
1262,0,0,1,3,3,3,2,2,2
1263,6,4,4,2,3,0,3,3,4
1264,1,1,2,7,4,0,0,0,4
1265,0,0,1,1,0,2,4,4,4
1266,0,4,6,0,4,4,2,0,2
1267,0,3,3,2,2,3,7,3,3
1268,6,4,4,0,4,4,0,0,4
1269,0,4,6,4,4,1,7,3,3
1270,2,7,2,3,7,4,3,4,0
1271,2,2,2,6,2,2,3,7,3
1272,1,1,2,4,1,5,0,4,4
1273,5,5,3,2,6,2,3,7,3
1274,3,3,0,1,0,2,4,1,6
1275,4,4,1,2,3,0,1,2,0
1276,7,2,2,0,2,6,4,4,4
1277,1,1,1,5,1,1,3,7,3
1278,2,5,5,3,3,3,5,5,0
1279,2,2,5,1,0,2,7,3,3
1280,1,2,7,2,2,3,2,0,2
1281,1,1,1,1,1,1,4,4,4
1282,2,2,2,0,3,3,2,0,2
1283,2,5,5,4,1,5,1,6,1
1284,0,1,1,0,3,3,5,5,0
1285,4,6,4,1,5,1,2,0,2
1286,3,3,0,2,3,0,2,2,5
1287,1,1,2,0,3,3,3,3,4
1288,4,1,0,0,4,4,1,2,0
1289,3,0,4,1,0,2,3,7,3
1290,1,0,0,3,3,3,5,5,0
1291,7,2,2,3,3,7,0,2,2
1292,1,0,0,0,2,6,3,4,0
1293,5,3,0,3,3,7,3,3,3
1294,7,2,2,2,6,2,0,0,4
1295,3,0,4,4,0,4,3,3,3
1296,2,5,5,1,1,0,0,0,4
1297,0,1,1,0,4,4,0,3,7
1298,4,4,4,2,3,0,4,1,6
1299,2,2,5,3,7,4,5,5,0
1300,1,2,7,5,1,1,1,1,2
1301,2,5,5,1,1,1,0,2,2
1302,0,1,1,3,3,3,1,2,0
1303,4,1,0,4,4,1,4,0,0
1304,1,1,2,4,4,1,2,2,2
1305,7,2,2,1,1,0,6,1,1
1306,6,4,4,2,2,2,0,2,2
1307,3,0,4,0,3,3,3,3,4
1308,2,7,2,1,1,0,0,2,2
1309,4,6,4,4,4,4,1,1,1
1310,5,3,0,6,2,2,4,4,1
1311,4,1,0,6,2,2,1,1,2
1312,3,0,4,2,2,3,7,3,3
1313,0,4,6,4,1,5,1,6,1
1314,4,4,4,6,2,2,2,2,2
1315,5,5,3,7,4,0,0,4,4
1316,3,3,3,0,2,6,0,4,4
1317,3,0,3,2,6,2,2,2,5
1318,4,1,0,2,2,2,1,1,1
1319,3,0,3,1,1,1,3,4,0
1320,5,3,0,2,3,0,6,1,1
1321,2,5,5,7,4,0,7,3,3
1322,1,0,0,0,2,6,0,4,4
1323,2,2,2,1,5,1,1,6,1
1324,7,2,2,4,4,1,5,5,0
1325,6,4,4,1,1,1,1,2,0
1326,1,1,2,0,3,3,1,2,0
1327,5,5,3,1,1,1,7,3,3
1328,5,5,3,1,5,1,2,0,2
1329,2,7,2,3,3,7,1,6,1
1330,3,0,4,1,1,1,4,0,0
1331,1,0,0,6,2,2,3,4,0
1332,4,4,1,3,7,4,2,0,2
1333,1,0,0,5,1,1,2,0,2
1334,6,4,4,4,0,4,1,2,0
1335,2,2,2,4,1,5,5,0,3
1336,3,3,0,3,7,4,4,4,4
1337,3,3,0,0,4,4,3,4,0
1338,2,2,2,1,1,0,1,6,1
1339,5,5,3,1,1,1,0,3,7
1340,1,2,7,0,2,6,3,4,0
1341,2,5,5,6,2,2,3,3,4
1342,1,0,0,3,3,7,7,3,3
1343,3,3,3,6,2,2,3,3,4
1344,5,3,0,6,2,2,3,7,3
1345,0,3,3,1,0,2,6,1,1
1346,3,0,4,1,1,0,2,0,2
1347,6,4,4,3,7,4,2,5,5
1348,3,0,4,2,2,3,0,2,2
1349,4,1,0,7,4,0,4,4,1
1350,4,1,0,6,2,2,1,2,0
1351,1,1,1,4,4,4,2,5,5
1352,5,3,0,2,2,3,0,0,4
1353,0,3,3,0,4,4,7,3,3
1354,3,3,3,1,1,0,1,1,2
1355,3,3,0,2,2,3,1,6,1
1356,4,4,1,0,3,3,7,3,3
1357,4,4,1,1,5,1,5,5,0
1358,0,0,1,2,6,2,2,2,5
1359,5,5,3,3,3,3,2,5,5
1360,2,7,2,6,2,2,2,2,2
1361,5,3,0,1,0,2,1,2,0
1362,7,2,2,7,4,0,3,7,3
1363,5,3,0,7,4,0,0,4,4
1364,3,3,0,2,3,0,2,0,2
1365,0,4,6,0,3,3,2,5,5
1366,3,0,3,4,4,1,3,3,4
1367,2,2,5,0,4,4,2,5,5
1368,1,1,2,2,3,0,5,5,0
